key	text	tooltip
derpy_chd_ex_cth_dem_wrath_obsidian_primary	Carved obsidian is classified under ritual goods and requires a seal you do not hold. The Court is willing to regard this as an oversight, once. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_obsidian_secondary	Sacrifice 180 Carved Obsidian in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_furs_title	The Assessment: Furs	false
derpy_chd_ex_cth_dem_tithe_rom_furs_primary	The northern garrisons are cold and the requisition was approved eleven months ago. The clerks have found where it stopped. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_furs_secondary	Sacrifice 30 Furs in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_furs_title	Revised Assessment: Furs	false
derpy_chd_ex_cth_dem_hunger_rom_furs_primary	The northern garrisons are cold and the requisition was approved eleven months ago. The clerks have found where it stopped. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_furs_secondary	Sacrifice 90 Furs in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_furs_title	Court Requisition: Furs	false
derpy_chd_ex_cth_dem_wrath_rom_furs_primary	The northern garrisons are cold and the requisition was approved eleven months ago. The clerks have found where it stopped. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_furs_secondary	Sacrifice 180 Furs in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_glass_title	The Assessment: Dwarf Beer	false
derpy_chd_ex_cth_dem_tithe_rom_glass_primary	Dwarf beer crossed the border under a tariff schedule that does not exist. The Bureaucracy proposes to resolve the irregularity by taking the beer. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_glass_secondary	Sacrifice 30 Dwarf Beer in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_glass_title	Revised Assessment: Dwarf Beer	false
derpy_chd_ex_cth_dem_hunger_rom_glass_primary	Dwarf beer crossed the border under a tariff schedule that does not exist. The Bureaucracy proposes to resolve the irregularity by taking the beer. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_glass_secondary	Sacrifice 90 Dwarf Beer in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_glass_title	Court Requisition: Dwarf Beer	false
derpy_chd_ex_cth_dem_wrath_rom_glass_primary	Dwarf beer crossed the border under a tariff schedule that does not exist. The Bureaucracy proposes to resolve the irregularity by taking the beer. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_glass_secondary	Sacrifice 180 Dwarf Beer in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_iron_title	The Assessment: Iron	false
derpy_chd_ex_cth_dem_tithe_rom_iron_primary	The Ministry of Works has reconciled the foundry returns against the caravan manifests. It wishes to discuss the difference, which is in your stores. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_iron_secondary	Sacrifice 30 Iron in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_iron_title	Revised Assessment: Iron	false
derpy_chd_ex_cth_dem_hunger_rom_iron_primary	The Ministry of Works has reconciled the foundry returns against the caravan manifests. It wishes to discuss the difference, which is in your stores. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_iron_secondary	Sacrifice 90 Iron in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_iron_title	Court Requisition: Iron	false
derpy_chd_ex_cth_dem_wrath_rom_iron_primary	The Ministry of Works has reconciled the foundry returns against the caravan manifests. It wishes to discuss the difference, which is in your stores. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_iron_secondary	Sacrifice 180 Iron in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_lead_title	The Assessment: Salt	false
derpy_chd_ex_cth_dem_tithe_rom_lead_primary	Salt has been a state monopoly since the Dragon Emperor's first ledger. Your holdings are therefore, technically, the state's. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_lead_secondary	Sacrifice 30 Salt in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_lead_title	Revised Assessment: Salt	false
derpy_chd_ex_cth_dem_hunger_rom_lead_primary	Salt has been a state monopoly since the Dragon Emperor's first ledger. Your holdings are therefore, technically, the state's. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_lead_secondary	Sacrifice 90 Salt in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_lead_title	Court Requisition: Salt	false
derpy_chd_ex_cth_dem_wrath_rom_lead_primary	Salt has been a state monopoly since the Dragon Emperor's first ledger. Your holdings are therefore, technically, the state's. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_lead_secondary	Sacrifice 180 Salt in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_marble_title	The Assessment: Marble	false
derpy_chd_ex_cth_dem_tithe_rom_marble_primary	Three pavilions on the Ivory Road stand unfinished. The stone was requisitioned, dispatched and never delivered, and the clerks have traced it as far as your warehouse. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_marble_secondary	Sacrifice 30 Marble in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_marble_title	Revised Assessment: Marble	false
derpy_chd_ex_cth_dem_hunger_rom_marble_primary	Three pavilions on the Ivory Road stand unfinished. The stone was requisitioned, dispatched and never delivered, and the clerks have traced it as far as your warehouse. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_marble_secondary	Sacrifice 90 Marble in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_marble_title	Court Requisition: Marble	false
derpy_chd_ex_cth_dem_wrath_rom_marble_primary	Three pavilions on the Ivory Road stand unfinished. The stone was requisitioned, dispatched and never delivered, and the clerks have traced it as far as your warehouse. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_marble_secondary	Sacrifice 180 Marble in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_textiles_title	The Assessment: Pottery	false
derpy_chd_ex_cth_dem_tithe_rom_textiles_primary	Pottery is taxed by weight and yours has not been weighed. An inspector is available, or the goods may simply be surrendered. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_textiles_secondary	Sacrifice 30 Pottery in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_textiles_title	Revised Assessment: Pottery	false
derpy_chd_ex_cth_dem_hunger_rom_textiles_primary	Pottery is taxed by weight and yours has not been weighed. An inspector is available, or the goods may simply be surrendered. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_textiles_secondary	Sacrifice 90 Pottery in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_textiles_title	Court Requisition: Pottery	false
derpy_chd_ex_cth_dem_wrath_rom_textiles_primary	Pottery is taxed by weight and yours has not been weighed. An inspector is available, or the goods may simply be surrendered. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_textiles_secondary	Sacrifice 180 Pottery in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_timber_title	The Assessment: Timber	false
derpy_chd_ex_cth_dem_tithe_rom_timber_primary	The Wall consumes timber the way the Bureaucracy consumes paper. Your holdings are noted in both ledgers. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_timber_secondary	Sacrifice 30 Timber in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_timber_title	Revised Assessment: Timber	false
derpy_chd_ex_cth_dem_hunger_rom_timber_primary	The Wall consumes timber the way the Bureaucracy consumes paper. Your holdings are noted in both ledgers. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_timber_secondary	Sacrifice 90 Timber in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_timber_title	Court Requisition: Timber	false
derpy_chd_ex_cth_dem_wrath_rom_timber_primary	The Wall consumes timber the way the Bureaucracy consumes paper. Your holdings are noted in both ledgers. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_timber_secondary	Sacrifice 180 Timber in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_rom_wine_title	The Assessment: Wine	false
derpy_chd_ex_cth_dem_tithe_rom_wine_primary	The autumn banquets require a grade of wine the Court no longer receives. An inspector has visited your cellars and written a very courteous report. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_rom_wine_secondary	Sacrifice 30 Wine in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_rom_wine_title	Revised Assessment: Wine	false
derpy_chd_ex_cth_dem_hunger_rom_wine_primary	The autumn banquets require a grade of wine the Court no longer receives. An inspector has visited your cellars and written a very courteous report. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_rom_wine_secondary	Sacrifice 90 Wine in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_rom_wine_title	Court Requisition: Wine	false
derpy_chd_ex_cth_dem_wrath_rom_wine_primary	The autumn banquets require a grade of wine the Court no longer receives. An inspector has visited your cellars and written a very courteous report. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_rom_wine_secondary	Sacrifice 180 Wine in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_spices_title	The Assessment: Spices	false
derpy_chd_ex_cth_dem_tithe_spices_primary	The temple censers burn a blend that is now three ingredients short. Two of them are in your stores. The third is not your concern. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_spices_secondary	Sacrifice 30 Spices in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_spices_title	Revised Assessment: Spices	false
derpy_chd_ex_cth_dem_hunger_spices_primary	The temple censers burn a blend that is now three ingredients short. Two of them are in your stores. The third is not your concern. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_spices_secondary	Sacrifice 90 Spices in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_spices_title	Court Requisition: Spices	false
derpy_chd_ex_cth_dem_wrath_spices_primary	The temple censers burn a blend that is now three ingredients short. Two of them are in your stores. The third is not your concern. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_spices_secondary	Sacrifice 180 Spices in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_tithe_trinkets_title	The Assessment: Elven Trinkets	false
derpy_chd_ex_cth_dem_tithe_trinkets_primary	Elven goods enter under a treaty of sixteen clauses. Your consignment satisfies fifteen of them. The Court requires 30, and requires them today. A small levy, correctly filed. The Bureaucracy files everything and forgets nothing.	false
derpy_chd_ex_cth_dem_tithe_trinkets_secondary	Sacrifice 30 Elven Trinkets in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_hunger_trinkets_title	Revised Assessment: Elven Trinkets	false
derpy_chd_ex_cth_dem_hunger_trinkets_primary	Elven goods enter under a treaty of sixteen clauses. Your consignment satisfies fifteen of them. The Court requires 90, and requires them today. The assessment has been adjusted upward. You were not consulted, as is proper.	false
derpy_chd_ex_cth_dem_hunger_trinkets_secondary	Sacrifice 90 Elven Trinkets in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_wrath_trinkets_title	Court Requisition: Elven Trinkets	false
derpy_chd_ex_cth_dem_wrath_trinkets_primary	Elven goods enter under a treaty of sixteen clauses. Your consignment satisfies fifteen of them. The Court requires 180, and requires them today. This is no longer an assessment. The Court has read your ledgers and finds them out of harmony.	false
derpy_chd_ex_cth_dem_wrath_trinkets_secondary	Sacrifice 180 Elven Trinkets in the Ivory Road within 3 turns, or answer for it.	false
derpy_chd_ex_cth_dem_paid_title	The Levy Surrendered	false
derpy_chd_ex_cth_dem_paid_primary	The goods were counted, sealed and entered against your name in a hand nobody could fault.	false
derpy_chd_ex_cth_dem_paid_secondary	The Court is satisfied. The file remains open, as all files do.	false
derpy_chd_ex_cth_dem_wrath_title	The Assessment Lapsed	false
derpy_chd_ex_cth_dem_wrath_primary	No goods arrived, and the clerk who expected them wrote down that none had. The note was countersigned the same afternoon.	false
derpy_chd_ex_cth_dem_wrath_secondary	The Court adjusts its regard for you, correctly and in writing.	false
derpy_chd_ex_dwf_dem_tithe_animals_title	The Ancestors' Due: Exotic Animals	false
derpy_chd_ex_dwf_dem_tithe_animals_primary	Whatever the umgi want with beasts out of the far south, they want them badly, and a hold with a stake in the caravan takes its cut. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_animals_secondary	Sacrifice 30 Exotic Animals in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_animals_title	A Debt Recorded: Exotic Animals	false
derpy_chd_ex_dwf_dem_hunger_animals_primary	Whatever the umgi want with beasts out of the far south, they want them badly, and a hold with a stake in the caravan takes its cut. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_animals_secondary	Sacrifice 90 Exotic Animals in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_animals_title	The Grudge Entered: Exotic Animals	false
derpy_chd_ex_dwf_dem_wrath_animals_primary	Whatever the umgi want with beasts out of the far south, they want them badly, and a hold with a stake in the caravan takes its cut. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_animals_secondary	Sacrifice 180 Exotic Animals in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_dyes_title	The Ancestors' Due: Dyes	false
derpy_chd_ex_dwf_dem_tithe_dyes_primary	Beard-dye is not a frivolity, whatever the Longbeards say in company, and the Guild has priced yours discreetly. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_dyes_secondary	Sacrifice 30 Dyes in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_dyes_title	A Debt Recorded: Dyes	false
derpy_chd_ex_dwf_dem_hunger_dyes_primary	Beard-dye is not a frivolity, whatever the Longbeards say in company, and the Guild has priced yours discreetly. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_dyes_secondary	Sacrifice 90 Dyes in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_dyes_title	The Grudge Entered: Dyes	false
derpy_chd_ex_dwf_dem_wrath_dyes_primary	Beard-dye is not a frivolity, whatever the Longbeards say in company, and the Guild has priced yours discreetly. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_dyes_secondary	Sacrifice 180 Dyes in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_gems_title	The Ancestors' Due: Gemstones	false
derpy_chd_ex_dwf_dem_tithe_gems_primary	The gem-cutters of Karaz-a-Karak are working to a commission and are two hundred stones short of finishing it, which is now everyone's problem. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_gems_secondary	Sacrifice 30 Gemstones in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_gems_title	A Debt Recorded: Gemstones	false
derpy_chd_ex_dwf_dem_hunger_gems_primary	The gem-cutters of Karaz-a-Karak are working to a commission and are two hundred stones short of finishing it, which is now everyone's problem. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_gems_secondary	Sacrifice 90 Gemstones in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_gems_title	The Grudge Entered: Gemstones	false
derpy_chd_ex_dwf_dem_wrath_gems_primary	The gem-cutters of Karaz-a-Karak are working to a commission and are two hundred stones short of finishing it, which is now everyone's problem. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_gems_secondary	Sacrifice 180 Gemstones in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_gold_idols_title	The Ancestors' Due: Golden Idols	false
derpy_chd_ex_dwf_dem_tithe_gold_idols_primary	Gold is gold whatever shape it was in first. The Guild keeps an assayer who does not ask about the shape. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_gold_idols_secondary	Sacrifice 30 Golden Idols in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_gold_idols_title	A Debt Recorded: Golden Idols	false
derpy_chd_ex_dwf_dem_hunger_gold_idols_primary	Gold is gold whatever shape it was in first. The Guild keeps an assayer who does not ask about the shape. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_gold_idols_secondary	Sacrifice 90 Golden Idols in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_gold_idols_title	The Grudge Entered: Golden Idols	false
derpy_chd_ex_dwf_dem_wrath_gold_idols_primary	Gold is gold whatever shape it was in first. The Guild keeps an assayer who does not ask about the shape. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_gold_idols_secondary	Sacrifice 180 Golden Idols in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_ivory_title	The Ancestors' Due: Tusks	false
derpy_chd_ex_dwf_dem_tithe_ivory_primary	Tusk carves finer than bone and holds a rune longer than either. The apprentices have put in a standing order and been told to wait. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_ivory_secondary	Sacrifice 30 Tusks in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_ivory_title	A Debt Recorded: Tusks	false
derpy_chd_ex_dwf_dem_hunger_ivory_primary	Tusk carves finer than bone and holds a rune longer than either. The apprentices have put in a standing order and been told to wait. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_ivory_secondary	Sacrifice 90 Tusks in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_ivory_title	The Grudge Entered: Tusks	false
derpy_chd_ex_dwf_dem_wrath_ivory_primary	Tusk carves finer than bone and holds a rune longer than either. The apprentices have put in a standing order and been told to wait. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_ivory_secondary	Sacrifice 180 Tusks in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_medicine_title	The Ancestors' Due: Medicinal Plants	false
derpy_chd_ex_dwf_dem_tithe_medicine_primary	A hold besieged twice in a decade keeps its stores full and does not explain itself to anyone. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_medicine_secondary	Sacrifice 30 Medicinal Plants in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_medicine_title	A Debt Recorded: Medicinal Plants	false
derpy_chd_ex_dwf_dem_hunger_medicine_primary	A hold besieged twice in a decade keeps its stores full and does not explain itself to anyone. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_medicine_secondary	Sacrifice 90 Medicinal Plants in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_medicine_title	The Grudge Entered: Medicinal Plants	false
derpy_chd_ex_dwf_dem_wrath_medicine_primary	A hold besieged twice in a decade keeps its stores full and does not explain itself to anyone. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_medicine_secondary	Sacrifice 180 Medicinal Plants in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_obsidian_title	The Ancestors' Due: Carved Obsidian	false
derpy_chd_ex_dwf_dem_tithe_obsidian_primary	The runesmiths will not say what black glass is for and will not stop asking how much of it you are sitting on. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_obsidian_secondary	Sacrifice 30 Carved Obsidian in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_obsidian_title	A Debt Recorded: Carved Obsidian	false
derpy_chd_ex_dwf_dem_hunger_obsidian_primary	The runesmiths will not say what black glass is for and will not stop asking how much of it you are sitting on. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_obsidian_secondary	Sacrifice 90 Carved Obsidian in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_obsidian_title	The Grudge Entered: Carved Obsidian	false
derpy_chd_ex_dwf_dem_wrath_obsidian_primary	The runesmiths will not say what black glass is for and will not stop asking how much of it you are sitting on. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_obsidian_secondary	Sacrifice 180 Carved Obsidian in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_rom_furs_title	The Ancestors' Due: Furs	false
derpy_chd_ex_dwf_dem_tithe_rom_furs_primary	The upper galleries are cold, whatever the Longbeards claim, and the fur trade has never once been short of buyers. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_rom_furs_secondary	Sacrifice 30 Furs in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_rom_furs_title	A Debt Recorded: Furs	false
derpy_chd_ex_dwf_dem_hunger_rom_furs_primary	The upper galleries are cold, whatever the Longbeards claim, and the fur trade has never once been short of buyers. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_rom_furs_secondary	Sacrifice 90 Furs in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_rom_furs_title	The Grudge Entered: Furs	false
derpy_chd_ex_dwf_dem_wrath_rom_furs_primary	The upper galleries are cold, whatever the Longbeards claim, and the fur trade has never once been short of buyers. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_rom_furs_secondary	Sacrifice 180 Furs in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_rom_glass_title	The Ancestors' Due: Dwarf Beer	false
derpy_chd_ex_dwf_dem_tithe_rom_glass_primary	Three brewhouses have run dry in one season, which every hold that matters has recorded as an emergency. Your barrels are the nearest. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_rom_glass_secondary	Sacrifice 30 Dwarf Beer in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_rom_glass_title	A Debt Recorded: Dwarf Beer	false
derpy_chd_ex_dwf_dem_hunger_rom_glass_primary	Three brewhouses have run dry in one season, which every hold that matters has recorded as an emergency. Your barrels are the nearest. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
derpy_chd_ex_dwf_dem_hunger_rom_glass_secondary	Sacrifice 90 Dwarf Beer in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_wrath_rom_glass_title	The Grudge Entered: Dwarf Beer	false
derpy_chd_ex_dwf_dem_wrath_rom_glass_primary	Three brewhouses have run dry in one season, which every hold that matters has recorded as an emergency. Your barrels are the nearest. The Ancestors are owed 180, and the Book says today. The full sum. The Longbeards have stopped calling it a due and started calling it something with its own page.	false
derpy_chd_ex_dwf_dem_wrath_rom_glass_secondary	Sacrifice 180 Dwarf Beer in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_tithe_rom_iron_title	The Ancestors' Due: Iron	false
derpy_chd_ex_dwf_dem_tithe_rom_iron_primary	Every hold on the Silver Road is re-forging at once, and the Guild has entered your bars in the ledger at a price it does not intend to argue about. The Ancestors are owed 30, and the Book says today. A small entry, and the Ancestors keep the book that small entries are written in.	false
derpy_chd_ex_dwf_dem_tithe_rom_iron_secondary	Sacrifice 30 Iron in the Long Ledger within 3 turns, or answer for it.	false
derpy_chd_ex_dwf_dem_hunger_rom_iron_title	A Debt Recorded: Iron	false
derpy_chd_ex_dwf_dem_hunger_rom_iron_primary	Every hold on the Silver Road is re-forging at once, and the Guild has entered your bars in the ledger at a price it does not intend to argue about. The Ancestors are owed 90, and the Book says today. More than the season's due. It has been entered against your name, which is not a threat, only a record.	false
